codepoint	ascii	comment
0x018c29	"--null--"	" 𘰩  KHITAN SMALL SCRIPT CHARACTER-18C29"
0x018c2a	"--null--"	" 𘰪  KHITAN SMALL SCRIPT CHARACTER-18C2A"
0x018c2b	"--null--"	" 𘰫  KHITAN SMALL SCRIPT CHARACTER-18C2B"
0x018c2c	"--null--"	" 𘰬  KHITAN SMALL SCRIPT CHARACTER-18C2C"
0x018c2d	"--null--"	" 𘰭  KHITAN SMALL SCRIPT CHARACTER-18C2D"
0x018c2e	"--null--"	" 𘰮  KHITAN SMALL SCRIPT CHARACTER-18C2E"
0x018c2f	"--null--"	" 𘰯  KHITAN SMALL SCRIPT CHARACTER-18C2F"
0x018c30	"--null--"	" 𘰰  KHITAN SMALL SCRIPT CHARACTER-18C30"
0x018c31	"--null--"	" 𘰱  KHITAN SMALL SCRIPT CHARACTER-18C31"
0x018c32	"--null--"	" 𘰲  KHITAN SMALL SCRIPT CHARACTER-18C32"
0x018c33	"--null--"	" 𘰳  KHITAN SMALL SCRIPT CHARACTER-18C33"
0x018c34	"--null--"	" 𘰴  KHITAN SMALL SCRIPT CHARACTER-18C34"
0x018c35	"--null--"	" 𘰵  KHITAN SMALL SCRIPT CHARACTER-18C35"
0x018c36	"--null--"	" 𘰶  KHITAN SMALL SCRIPT CHARACTER-18C36"
0x018c37	"--null--"	" 𘰷  KHITAN SMALL SCRIPT CHARACTER-18C37"
0x018c38	"--null--"	" 𘰸  KHITAN SMALL SCRIPT CHARACTER-18C38"
0x018c39	"--null--"	" 𘰹  KHITAN SMALL SCRIPT CHARACTER-18C39"
0x018c3a	"--null--"	" 𘰺  KHITAN SMALL SCRIPT CHARACTER-18C3A"
0x018c3b	"--null--"	" 𘰻  KHITAN SMALL SCRIPT CHARACTER-18C3B"
0x018c3c	"--null--"	" 𘰼  KHITAN SMALL SCRIPT CHARACTER-18C3C"
0x018c3d	"--null--"	" 𘰽  KHITAN SMALL SCRIPT CHARACTER-18C3D"
0x018c3e	"--null--"	" 𘰾  KHITAN SMALL SCRIPT CHARACTER-18C3E"
0x018c3f	"--null--"	" 𘰿  KHITAN SMALL SCRIPT CHARACTER-18C3F"
0x018c40	"--null--"	" 𘱀  KHITAN SMALL SCRIPT CHARACTER-18C40"
0x018c41	"--null--"	" 𘱁  KHITAN SMALL SCRIPT CHARACTER-18C41"
0x018c42	"--null--"	" 𘱂  KHITAN SMALL SCRIPT CHARACTER-18C42"
0x018c43	"--null--"	" 𘱃  KHITAN SMALL SCRIPT CHARACTER-18C43"
0x018c44	"--null--"	" 𘱄  KHITAN SMALL SCRIPT CHARACTER-18C44"
0x018c45	"--null--"	" 𘱅  KHITAN SMALL SCRIPT CHARACTER-18C45"
0x018c46	"--null--"	" 𘱆  KHITAN SMALL SCRIPT CHARACTER-18C46"
0x018c47	"--null--"	" 𘱇  KHITAN SMALL SCRIPT CHARACTER-18C47"
0x018c48	"--null--"	" 𘱈  KHITAN SMALL SCRIPT CHARACTER-18C48"
0x018c49	"--null--"	" 𘱉  KHITAN SMALL SCRIPT CHARACTER-18C49"
0x018c4a	"--null--"	" 𘱊  KHITAN SMALL SCRIPT CHARACTER-18C4A"
0x018c4b	"--null--"	" 𘱋  KHITAN SMALL SCRIPT CHARACTER-18C4B"
0x018c4c	"--null--"	" 𘱌  KHITAN SMALL SCRIPT CHARACTER-18C4C"
0x018c4d	"--null--"	" 𘱍  KHITAN SMALL SCRIPT CHARACTER-18C4D"
0x018c4e	"--null--"	" 𘱎  KHITAN SMALL SCRIPT CHARACTER-18C4E"
0x018c4f	"--null--"	" 𘱏  KHITAN SMALL SCRIPT CHARACTER-18C4F"
0x018c50	"--null--"	" 𘱐  KHITAN SMALL SCRIPT CHARACTER-18C50"
0x018c51	"--null--"	" 𘱑  KHITAN SMALL SCRIPT CHARACTER-18C51"
0x018c52	"--null--"	" 𘱒  KHITAN SMALL SCRIPT CHARACTER-18C52"
0x018c53	"--null--"	" 𘱓  KHITAN SMALL SCRIPT CHARACTER-18C53"
0x018c54	"--null--"	" 𘱔  KHITAN SMALL SCRIPT CHARACTER-18C54"
0x018c55	"--null--"	" 𘱕  KHITAN SMALL SCRIPT CHARACTER-18C55"
0x018c56	"--null--"	" 𘱖  KHITAN SMALL SCRIPT CHARACTER-18C56"
0x018c57	"--null--"	" 𘱗  KHITAN SMALL SCRIPT CHARACTER-18C57"
0x018c58	"--null--"	" 𘱘  KHITAN SMALL SCRIPT CHARACTER-18C58"
0x018c59	"--null--"	" 𘱙  KHITAN SMALL SCRIPT CHARACTER-18C59"
0x018c5a	"--null--"	" 𘱚  KHITAN SMALL SCRIPT CHARACTER-18C5A"
0x018c5b	"--null--"	" 𘱛  KHITAN SMALL SCRIPT CHARACTER-18C5B"
0x018c5c	"--null--"	" 𘱜  KHITAN SMALL SCRIPT CHARACTER-18C5C"
0x018c5d	"--null--"	" 𘱝  KHITAN SMALL SCRIPT CHARACTER-18C5D"
0x018c5e	"--null--"	" 𘱞  KHITAN SMALL SCRIPT CHARACTER-18C5E"
0x018c5f	"--null--"	" 𘱟  KHITAN SMALL SCRIPT CHARACTER-18C5F"
0x018c60	"--null--"	" 𘱠  KHITAN SMALL SCRIPT CHARACTER-18C60"
0x018c61	"--null--"	" 𘱡  KHITAN SMALL SCRIPT CHARACTER-18C61"
0x018c62	"--null--"	" 𘱢  KHITAN SMALL SCRIPT CHARACTER-18C62"
0x018c63	"--null--"	" 𘱣  KHITAN SMALL SCRIPT CHARACTER-18C63"
0x018c64	"--null--"	" 𘱤  KHITAN SMALL SCRIPT CHARACTER-18C64"
0x018c65	"--null--"	" 𘱥  KHITAN SMALL SCRIPT CHARACTER-18C65"
0x018c66	"--null--"	" 𘱦  KHITAN SMALL SCRIPT CHARACTER-18C66"
0x018c67	"--null--"	" 𘱧  KHITAN SMALL SCRIPT CHARACTER-18C67"
0x018c68	"--null--"	" 𘱨  KHITAN SMALL SCRIPT CHARACTER-18C68"
0x018c69	"--null--"	" 𘱩  KHITAN SMALL SCRIPT CHARACTER-18C69"
0x018c6a	"--null--"	" 𘱪  KHITAN SMALL SCRIPT CHARACTER-18C6A"
0x018c6b	"--null--"	" 𘱫  KHITAN SMALL SCRIPT CHARACTER-18C6B"
0x018c6c	"--null--"	" 𘱬  KHITAN SMALL SCRIPT CHARACTER-18C6C"
0x018c6d	"--null--"	" 𘱭  KHITAN SMALL SCRIPT CHARACTER-18C6D"
0x018c6e	"--null--"	" 𘱮  KHITAN SMALL SCRIPT CHARACTER-18C6E"
0x018c6f	"--null--"	" 𘱯  KHITAN SMALL SCRIPT CHARACTER-18C6F"
0x018c70	"--null--"	" 𘱰  KHITAN SMALL SCRIPT CHARACTER-18C70"
0x018c71	"--null--"	" 𘱱  KHITAN SMALL SCRIPT CHARACTER-18C71"
0x018c72	"--null--"	" 𘱲  KHITAN SMALL SCRIPT CHARACTER-18C72"
0x018c73	"--null--"	" 𘱳  KHITAN SMALL SCRIPT CHARACTER-18C73"
0x018c74	"--null--"	" 𘱴  KHITAN SMALL SCRIPT CHARACTER-18C74"
0x018c75	"--null--"	" 𘱵  KHITAN SMALL SCRIPT CHARACTER-18C75"
0x018c76	"--null--"	" 𘱶  KHITAN SMALL SCRIPT CHARACTER-18C76"
0x018c77	"--null--"	" 𘱷  KHITAN SMALL SCRIPT CHARACTER-18C77"
0x018c78	"--null--"	" 𘱸  KHITAN SMALL SCRIPT CHARACTER-18C78"
0x018c79	"--null--"	" 𘱹  KHITAN SMALL SCRIPT CHARACTER-18C79"
0x018c7a	"--null--"	" 𘱺  KHITAN SMALL SCRIPT CHARACTER-18C7A"
0x018c7b	"--null--"	" 𘱻  KHITAN SMALL SCRIPT CHARACTER-18C7B"
0x018c7c	"--null--"	" 𘱼  KHITAN SMALL SCRIPT CHARACTER-18C7C"
0x018c7d	"--null--"	" 𘱽  KHITAN SMALL SCRIPT CHARACTER-18C7D"
0x018c7e	"--null--"	" 𘱾  KHITAN SMALL SCRIPT CHARACTER-18C7E"
0x018c7f	"--null--"	" 𘱿  KHITAN SMALL SCRIPT CHARACTER-18C7F"
0x018c80	"--null--"	" 𘲀  KHITAN SMALL SCRIPT CHARACTER-18C80"
0x018c81	"--null--"	" 𘲁  KHITAN SMALL SCRIPT CHARACTER-18C81"
0x018c82	"--null--"	" 𘲂  KHITAN SMALL SCRIPT CHARACTER-18C82"
0x018c83	"--null--"	" 𘲃  KHITAN SMALL SCRIPT CHARACTER-18C83"
0x018c84	"--null--"	" 𘲄  KHITAN SMALL SCRIPT CHARACTER-18C84"
0x018c85	"--null--"	" 𘲅  KHITAN SMALL SCRIPT CHARACTER-18C85"
0x018c86	"--null--"	" 𘲆  KHITAN SMALL SCRIPT CHARACTER-18C86"
0x018c87	"--null--"	" 𘲇  KHITAN SMALL SCRIPT CHARACTER-18C87"
0x018c88	"--null--"	" 𘲈  KHITAN SMALL SCRIPT CHARACTER-18C88"
0x018c89	"--null--"	" 𘲉  KHITAN SMALL SCRIPT CHARACTER-18C89"
0x018c8a	"--null--"	" 𘲊  KHITAN SMALL SCRIPT CHARACTER-18C8A"
0x018c8b	"--null--"	" 𘲋  KHITAN SMALL SCRIPT CHARACTER-18C8B"
0x018c8c	"--null--"	" 𘲌  KHITAN SMALL SCRIPT CHARACTER-18C8C"
0x018c8d	"--null--"	" 𘲍  KHITAN SMALL SCRIPT CHARACTER-18C8D"
0x018c8e	"--null--"	" 𘲎  KHITAN SMALL SCRIPT CHARACTER-18C8E"
0x018c8f	"--null--"	" 𘲏  KHITAN SMALL SCRIPT CHARACTER-18C8F"
0x018c90	"--null--"	" 𘲐  KHITAN SMALL SCRIPT CHARACTER-18C90"
0x018c91	"--null--"	" 𘲑  KHITAN SMALL SCRIPT CHARACTER-18C91"
0x018c92	"--null--"	" 𘲒  KHITAN SMALL SCRIPT CHARACTER-18C92"
0x018c93	"--null--"	" 𘲓  KHITAN SMALL SCRIPT CHARACTER-18C93"
0x018c94	"--null--"	" 𘲔  KHITAN SMALL SCRIPT CHARACTER-18C94"
0x018c95	"--null--"	" 𘲕  KHITAN SMALL SCRIPT CHARACTER-18C95"
0x018c96	"--null--"	" 𘲖  KHITAN SMALL SCRIPT CHARACTER-18C96"
0x018c97	"--null--"	" 𘲗  KHITAN SMALL SCRIPT CHARACTER-18C97"
0x018c98	"--null--"	" 𘲘  KHITAN SMALL SCRIPT CHARACTER-18C98"
0x018c99	"--null--"	" 𘲙  KHITAN SMALL SCRIPT CHARACTER-18C99"
0x018c9a	"--null--"	" 𘲚  KHITAN SMALL SCRIPT CHARACTER-18C9A"
0x018c9b	"--null--"	" 𘲛  KHITAN SMALL SCRIPT CHARACTER-18C9B"
0x018c9c	"--null--"	" 𘲜  KHITAN SMALL SCRIPT CHARACTER-18C9C"
0x018c9d	"--null--"	" 𘲝  KHITAN SMALL SCRIPT CHARACTER-18C9D"
0x018c9e	"--null--"	" 𘲞  KHITAN SMALL SCRIPT CHARACTER-18C9E"
0x018c9f	"--null--"	" 𘲟  KHITAN SMALL SCRIPT CHARACTER-18C9F"
0x018ca0	"--null--"	" 𘲠  KHITAN SMALL SCRIPT CHARACTER-18CA0"
0x018ca1	"--null--"	" 𘲡  KHITAN SMALL SCRIPT CHARACTER-18CA1"
0x018ca2	"--null--"	" 𘲢  KHITAN SMALL SCRIPT CHARACTER-18CA2"
0x018ca3	"--null--"	" 𘲣  KHITAN SMALL SCRIPT CHARACTER-18CA3"
0x018ca4	"--null--"	" 𘲤  KHITAN SMALL SCRIPT CHARACTER-18CA4"
0x018ca5	"--null--"	" 𘲥  KHITAN SMALL SCRIPT CHARACTER-18CA5"
0x018ca6	"--null--"	" 𘲦  KHITAN SMALL SCRIPT CHARACTER-18CA6"
0x018ca7	"--null--"	" 𘲧  KHITAN SMALL SCRIPT CHARACTER-18CA7"
0x018ca8	"--null--"	" 𘲨  KHITAN SMALL SCRIPT CHARACTER-18CA8"
0x018ca9	"--null--"	" 𘲩  KHITAN SMALL SCRIPT CHARACTER-18CA9"
0x018caa	"--null--"	" 𘲪  KHITAN SMALL SCRIPT CHARACTER-18CAA"
0x018cab	"--null--"	" 𘲫  KHITAN SMALL SCRIPT CHARACTER-18CAB"
0x018cac	"--null--"	" 𘲬  KHITAN SMALL SCRIPT CHARACTER-18CAC"
0x018cad	"--null--"	" 𘲭  KHITAN SMALL SCRIPT CHARACTER-18CAD"
0x018cae	"--null--"	" 𘲮  KHITAN SMALL SCRIPT CHARACTER-18CAE"
0x018caf	"--null--"	" 𘲯  KHITAN SMALL SCRIPT CHARACTER-18CAF"
0x018cb0	"--null--"	" 𘲰  KHITAN SMALL SCRIPT CHARACTER-18CB0"
0x018cb1	"--null--"	" 𘲱  KHITAN SMALL SCRIPT CHARACTER-18CB1"
0x018cb2	"--null--"	" 𘲲  KHITAN SMALL SCRIPT CHARACTER-18CB2"
0x018cb3	"--null--"	" 𘲳  KHITAN SMALL SCRIPT CHARACTER-18CB3"
0x018cb4	"--null--"	" 𘲴  KHITAN SMALL SCRIPT CHARACTER-18CB4"
0x018cb5	"--null--"	" 𘲵  KHITAN SMALL SCRIPT CHARACTER-18CB5"
0x018cb6	"--null--"	" 𘲶  KHITAN SMALL SCRIPT CHARACTER-18CB6"
0x018cb7	"--null--"	" 𘲷  KHITAN SMALL SCRIPT CHARACTER-18CB7"
0x018cb8	"--null--"	" 𘲸  KHITAN SMALL SCRIPT CHARACTER-18CB8"
0x018cb9	"--null--"	" 𘲹  KHITAN SMALL SCRIPT CHARACTER-18CB9"
0x018cba	"--null--"	" 𘲺  KHITAN SMALL SCRIPT CHARACTER-18CBA"
0x018cbb	"--null--"	" 𘲻  KHITAN SMALL SCRIPT CHARACTER-18CBB"
0x018cbc	"--null--"	" 𘲼  KHITAN SMALL SCRIPT CHARACTER-18CBC"
0x018cbd	"--null--"	" 𘲽  KHITAN SMALL SCRIPT CHARACTER-18CBD"
0x018cbe	"--null--"	" 𘲾  KHITAN SMALL SCRIPT CHARACTER-18CBE"
0x018cbf	"--null--"	" 𘲿  KHITAN SMALL SCRIPT CHARACTER-18CBF"
0x018cc0	"--null--"	" 𘳀  KHITAN SMALL SCRIPT CHARACTER-18CC0"
0x018cc1	"--null--"	" 𘳁  KHITAN SMALL SCRIPT CHARACTER-18CC1"
0x018cc2	"--null--"	" 𘳂  KHITAN SMALL SCRIPT CHARACTER-18CC2"
0x018cc3	"--null--"	" 𘳃  KHITAN SMALL SCRIPT CHARACTER-18CC3"
0x018cc4	"--null--"	" 𘳄  KHITAN SMALL SCRIPT CHARACTER-18CC4"
0x018cc5	"--null--"	" 𘳅  KHITAN SMALL SCRIPT CHARACTER-18CC5"
0x018cc6	"--null--"	" 𘳆  KHITAN SMALL SCRIPT CHARACTER-18CC6"
0x018cc7	"--null--"	" 𘳇  KHITAN SMALL SCRIPT CHARACTER-18CC7"
0x018cc8	"--null--"	" 𘳈  KHITAN SMALL SCRIPT CHARACTER-18CC8"
0x018cc9	"--null--"	" 𘳉  KHITAN SMALL SCRIPT CHARACTER-18CC9"
0x018cca	"--null--"	" 𘳊  KHITAN SMALL SCRIPT CHARACTER-18CCA"
0x018ccb	"--null--"	" 𘳋  KHITAN SMALL SCRIPT CHARACTER-18CCB"
0x018ccc	"--null--"	" 𘳌  KHITAN SMALL SCRIPT CHARACTER-18CCC"
0x018ccd	"--null--"	" 𘳍  KHITAN SMALL SCRIPT CHARACTER-18CCD"
0x018cce	"--null--"	" 𘳎  KHITAN SMALL SCRIPT CHARACTER-18CCE"
0x018ccf	"--null--"	" 𘳏  KHITAN SMALL SCRIPT CHARACTER-18CCF"
0x018cd0	"--null--"	" 𘳐  KHITAN SMALL SCRIPT CHARACTER-18CD0"
0x018cd1	"--null--"	" 𘳑  KHITAN SMALL SCRIPT CHARACTER-18CD1"
0x018cd2	"--null--"	" 𘳒  KHITAN SMALL SCRIPT CHARACTER-18CD2"
0x018cd3	"--null--"	" 𘳓  KHITAN SMALL SCRIPT CHARACTER-18CD3"
0x018cd4	"--null--"	" 𘳔  KHITAN SMALL SCRIPT CHARACTER-18CD4"
0x018cd5	"--null--"	" 𘳕  KHITAN SMALL SCRIPT CHARACTER-18CD5"
0x018cff	"--null--"	" 𘳿  KHITAN SMALL SCRIPT CHARACTER-18CFF"
0x018d00	"--null--"	" 𘴀  <Tangut Ideograph Supplement, First>"
0x018d1e	"--null--"	" 𘴞  <Tangut Ideograph Supplement, Last>"
0x018d80	"--null--"	" 𘶀  TANGUT COMPONENT-769"
0x018d81	"--null--"	" 𘶁  TANGUT COMPONENT-770"
0x018d82	"--null--"	" 𘶂  TANGUT COMPONENT-771"
0x018d83	"--null--"	" 𘶃  TANGUT COMPONENT-772"
0x018d84	"--null--"	" 𘶄  TANGUT COMPONENT-773"
0x018d85	"--null--"	" 𘶅  TANGUT COMPONENT-774"
0x018d86	"--null--"	" 𘶆  TANGUT COMPONENT-775"
0x018d87	"--null--"	" 𘶇  TANGUT COMPONENT-776"
0x018d88	"--null--"	" 𘶈  TANGUT COMPONENT-777"
0x018d89	"--null--"	" 𘶉  TANGUT COMPONENT-778"
0x018d8a	"--null--"	" 𘶊  TANGUT COMPONENT-779"
0x018d8b	"--null--"	" 𘶋  TANGUT COMPONENT-780"
0x018d8c	"--null--"	" 𘶌  TANGUT COMPONENT-781"
0x018d8d	"--null--"	" 𘶍  TANGUT COMPONENT-782"
0x018d8e	"--null--"	" 𘶎  TANGUT COMPONENT-783"
0x018d8f	"--null--"	" 𘶏  TANGUT COMPONENT-784"
0x018d90	"--null--"	" 𘶐  TANGUT COMPONENT-785"
0x018d91	"--null--"	" 𘶑  TANGUT COMPONENT-786"
0x018d92	"--null--"	" 𘶒  TANGUT COMPONENT-787"
0x018d93	"--null--"	" 𘶓  TANGUT COMPONENT-788"
0x018d94	"--null--"	" 𘶔  TANGUT COMPONENT-789"
0x018d95	"--null--"	" 𘶕  TANGUT COMPONENT-790"
0x018d96	"--null--"	" 𘶖  TANGUT COMPONENT-791"
0x018d97	"--null--"	" 𘶗  TANGUT COMPONENT-792"
0x018d98	"--null--"	" 𘶘  TANGUT COMPONENT-793"
0x018d99	"--null--"	" 𘶙  TANGUT COMPONENT-794"
0x018d9a	"--null--"	" 𘶚  TANGUT COMPONENT-795"
0x018d9b	"--null--"	" 𘶛  TANGUT COMPONENT-796"
0x018d9c	"--null--"	" 𘶜  TANGUT COMPONENT-797"
0x018d9d	"--null--"	" 𘶝  TANGUT COMPONENT-798"
0x018d9e	"--null--"	" 𘶞  TANGUT COMPONENT-799"
0x018d9f	"--null--"	" 𘶟  TANGUT COMPONENT-800"
0x018da0	"--null--"	" 𘶠  TANGUT COMPONENT-801"
0x018da1	"--null--"	" 𘶡  TANGUT COMPONENT-802"
0x018da2	"--null--"	" 𘶢  TANGUT COMPONENT-803"
0x018da3	"--null--"	" 𘶣  TANGUT COMPONENT-804"
0x018da4	"--null--"	" 𘶤  TANGUT COMPONENT-805"
0x018da5	"--null--"	" 𘶥  TANGUT COMPONENT-806"
0x018da6	"--null--"	" 𘶦  TANGUT COMPONENT-807"
0x018da7	"--null--"	" 𘶧  TANGUT COMPONENT-808"
0x018da8	"--null--"	" 𘶨  TANGUT COMPONENT-809"
0x018da9	"--null--"	" 𘶩  TANGUT COMPONENT-810"
0x018daa	"--null--"	" 𘶪  TANGUT COMPONENT-811"
0x018dab	"--null--"	" 𘶫  TANGUT COMPONENT-812"
0x018dac	"--null--"	" 𘶬  TANGUT COMPONENT-813"
0x018dad	"--null--"	" 𘶭  TANGUT COMPONENT-814"
0x018dae	"--null--"	" 𘶮  TANGUT COMPONENT-815"
0x018daf	"--null--"	" 𘶯  TANGUT COMPONENT-816"
0x018db0	"--null--"	" 𘶰  TANGUT COMPONENT-817"
0x018db1	"--null--"	" 𘶱  TANGUT COMPONENT-818"
0x018db2	"--null--"	" 𘶲  TANGUT COMPONENT-819"
0x018db3	"--null--"	" 𘶳  TANGUT COMPONENT-820"
0x018db4	"--null--"	" 𘶴  TANGUT COMPONENT-821"
0x018db5	"--null--"	" 𘶵  TANGUT COMPONENT-822"
0x018db6	"--null--"	" 𘶶  TANGUT COMPONENT-823"
0x018db7	"--null--"	" 𘶷  TANGUT COMPONENT-824"
0x018db8	"--null--"	" 𘶸  TANGUT COMPONENT-825"
0x018db9	"--null--"	" 𘶹  TANGUT COMPONENT-826"
0x018dba	"--null--"	" 𘶺  TANGUT COMPONENT-827"
0x018dbb	"--null--"	" 𘶻  TANGUT COMPONENT-828"
0x018dbc	"--null--"	" 𘶼  TANGUT COMPONENT-829"
0x018dbd	"--null--"	" 𘶽  TANGUT COMPONENT-830"
0x018dbe	"--null--"	" 𘶾  TANGUT COMPONENT-831"
0x018dbf	"--null--"	" 𘶿  TANGUT COMPONENT-832"
0x018dc0	"--null--"	" 𘷀  TANGUT COMPONENT-833"
0x018dc1	"--null--"	" 𘷁  TANGUT COMPONENT-834"
0x018dc2	"--null--"	" 𘷂  TANGUT COMPONENT-835"
0x018dc3	"--null--"	" 𘷃  TANGUT COMPONENT-836"
0x018dc4	"--null--"	" 𘷄  TANGUT COMPONENT-837"
0x018dc5	"--null--"	" 𘷅  TANGUT COMPONENT-838"
0x018dc6	"--null--"	" 𘷆  TANGUT COMPONENT-839"
0x018dc7	"--null--"	" 𘷇  TANGUT COMPONENT-840"
0x018dc8	"--null--"	" 𘷈  TANGUT COMPONENT-841"
0x018dc9	"--null--"	" 𘷉  TANGUT COMPONENT-842"
0x018dca	"--null--"	" 𘷊  TANGUT COMPONENT-843"
0x018dcb	"--null--"	" 𘷋  TANGUT COMPONENT-844"
0x018dcc	"--null--"	" 𘷌  TANGUT COMPONENT-845"
0x018dcd	"--null--"	" 𘷍  TANGUT COMPONENT-846"
0x018dce	"--null--"	" 𘷎  TANGUT COMPONENT-847"
0x018dcf	"--null--"	" 𘷏  TANGUT COMPONENT-848"
0x018dd0	"--null--"	" 𘷐  TANGUT COMPONENT-849"
0x018dd1	"--null--"	" 𘷑  TANGUT COMPONENT-850"
0x018dd2	"--null--"	" 𘷒  TANGUT COMPONENT-851"
0x018dd3	"--null--"	" 𘷓  TANGUT COMPONENT-852"
0x018dd4	"--null--"	" 𘷔  TANGUT COMPONENT-853"
0x018dd5	"--null--"	" 𘷕  TANGUT COMPONENT-854"
0x018dd6	"--null--"	" 𘷖  TANGUT COMPONENT-855"
0x018dd7	"--null--"	" 𘷗  TANGUT COMPONENT-856"
0x018dd8	"--null--"	" 𘷘  TANGUT COMPONENT-857"
0x018dd9	"--null--"	" 𘷙  TANGUT COMPONENT-858"
0x018dda	"--null--"	" 𘷚  TANGUT COMPONENT-859"
0x018ddb	"--null--"	" 𘷛  TANGUT COMPONENT-860"
0x018ddc	"--null--"	" 𘷜  TANGUT COMPONENT-861"
0x018ddd	"--null--"	" 𘷝  TANGUT COMPONENT-862"
0x018dde	"--null--"	" 𘷞  TANGUT COMPONENT-863"
0x018ddf	"--null--"	" 𘷟  TANGUT COMPONENT-864"
0x018de0	"--null--"	" 𘷠  TANGUT COMPONENT-865"
0x018de1	"--null--"	" 𘷡  TANGUT COMPONENT-866"
0x018de2	"--null--"	" 𘷢  TANGUT COMPONENT-867"
0x018de3	"--null--"	" 𘷣  TANGUT COMPONENT-868"
0x018de4	"--null--"	" 𘷤  TANGUT COMPONENT-869"
0x018de5	"--null--"	" 𘷥  TANGUT COMPONENT-870"
0x018de6	"--null--"	" 𘷦  TANGUT COMPONENT-871"
0x018de7	"--null--"	" 𘷧  TANGUT COMPONENT-872"
0x018de8	"--null--"	" 𘷨  TANGUT COMPONENT-873"
0x018de9	"--null--"	" 𘷩  TANGUT COMPONENT-874"
0x018dea	"--null--"	" 𘷪  TANGUT COMPONENT-875"
0x018deb	"--null--"	" 𘷫  TANGUT COMPONENT-876"
0x018dec	"--null--"	" 𘷬  TANGUT COMPONENT-877"
0x018ded	"--null--"	" 𘷭  TANGUT COMPONENT-878"
0x018dee	"--null--"	" 𘷮  TANGUT COMPONENT-879"
0x018def	"--null--"	" 𘷯  TANGUT COMPONENT-880"
0x018df0	"--null--"	" 𘷰  TANGUT COMPONENT-881"
0x018df1	"--null--"	" 𘷱  TANGUT COMPONENT-882"
0x018df2	"--null--"	" 𘷲  TANGUT COMPONENT-883"
0x01aff0	"--null--"	" 𚿰  KATAKANA LETTER MINNAN TONE-2"
0x01aff1	"--null--"	" 𚿱  KATAKANA LETTER MINNAN TONE-3"
0x01aff2	"--null--"	" 𚿲  KATAKANA LETTER MINNAN TONE-4"
0x01aff3	"--null--"	" 𚿳  KATAKANA LETTER MINNAN TONE-5"
0x01aff5	"--null--"	" 𚿵  KATAKANA LETTER MINNAN TONE-7"
0x01aff6	"--null--"	" 𚿶  KATAKANA LETTER MINNAN TONE-8"
0x01aff7	"--null--"	" 𚿷  KATAKANA LETTER MINNAN NASALIZED TONE-1"
0x01aff8	"--null--"	" 𚿸  KATAKANA LETTER MINNAN NASALIZED TONE-2"
0x01aff9	"--null--"	" 𚿹  KATAKANA LETTER MINNAN NASALIZED TONE-3"
0x01affa	"--null--"	" 𚿺  KATAKANA LETTER MINNAN NASALIZED TONE-4"
0x01affb	"--null--"	" 𚿻  KATAKANA LETTER MINNAN NASALIZED TONE-5"
0x01affd	"--null--"	" 𚿽  KATAKANA LETTER MINNAN NASALIZED TONE-7"
0x01affe	"--null--"	" 𚿾  KATAKANA LETTER MINNAN NASALIZED TONE-8"
0x01b000	"--null--"	" 𛀀  KATAKANA LETTER ARCHAIC E"
0x01b001	"--null--"	" 𛀁  HIRAGANA LETTER ARCHAIC YE"
0x01b002	"--null--"	" 𛀂  HENTAIGANA LETTER A-1"
0x01b003	"--null--"	" 𛀃  HENTAIGANA LETTER A-2"
0x01b004	"--null--"	" 𛀄  HENTAIGANA LETTER A-3"
0x01b005	"--null--"	" 𛀅  HENTAIGANA LETTER A-WO"
0x01b006	"--null--"	" 𛀆  HENTAIGANA LETTER I-1"
0x01b007	"--null--"	" 𛀇  HENTAIGANA LETTER I-2"
0x01b008	"--null--"	" 𛀈  HENTAIGANA LETTER I-3"
0x01b009	"--null--"	" 𛀉  HENTAIGANA LETTER I-4"
0x01b00a	"--null--"	" 𛀊  HENTAIGANA LETTER U-1"
0x01b00b	"--null--"	" 𛀋  HENTAIGANA LETTER U-2"
0x01b00c	"--null--"	" 𛀌  HENTAIGANA LETTER U-3"
0x01b00d	"--null--"	" 𛀍  HENTAIGANA LETTER U-4"
0x01b00e	"--null--"	" 𛀎  HENTAIGANA LETTER U-5"
0x01b00f	"--null--"	" 𛀏  HENTAIGANA LETTER E-2"
0x01b010	"--null--"	" 𛀐  HENTAIGANA LETTER E-3"
0x01b011	"--null--"	" 𛀑  HENTAIGANA LETTER E-4"
0x01b012	"--null--"	" 𛀒  HENTAIGANA LETTER E-5"
0x01b013	"--null--"	" 𛀓  HENTAIGANA LETTER E-6"
0x01b014	"--null--"	" 𛀔  HENTAIGANA LETTER O-1"
0x01b015	"--null--"	" 𛀕  HENTAIGANA LETTER O-2"
0x01b016	"--null--"	" 𛀖  HENTAIGANA LETTER O-3"
0x01b017	"--null--"	" 𛀗  HENTAIGANA LETTER KA-1"
0x01b018	"--null--"	" 𛀘  HENTAIGANA LETTER KA-2"
0x01b019	"--null--"	" 𛀙  HENTAIGANA LETTER KA-3"
0x01b01a	"--null--"	" 𛀚  HENTAIGANA LETTER KA-4"
0x01b01b	"--null--"	" 𛀛  HENTAIGANA LETTER KA-5"
0x01b01c	"--null--"	" 𛀜  HENTAIGANA LETTER KA-6"
0x01b01d	"--null--"	" 𛀝  HENTAIGANA LETTER KA-7"
0x01b01e	"--null--"	" 𛀞  HENTAIGANA LETTER KA-8"
